Disaster Subtype_Ground movement,Continent_Africa,Continent_Americas,Continent_Asia,Continent_Europe,Continent_Oceania,Dis Mag Value,Latitude,Longitude,Injured
1,0,0,1,0,0,7,40.89,42.22,BLUE
1,0,0,1,0,0,5,40.55,42.4,BLUE
1,0,0,0,1,0,7,36.19,70.896,BLUE
1,0,0,0,1,0,6,40.301,69.823,YELLOW
1,0,0,1,0,0,4,40.31,42.307,GREEN
1,0,0,0,1,0,5,41.581,22.254,GREEN
1,0,0,0,1,0,6,26,46.5,RED
1,0,0,0,1,0,6,41.431,43.737,RED
1,0,0,1,0,0,6,37.993,37.806,YELLOW
1,0,0,1,0,0,6,37.931,28.574,GREEN
1,0,0,1,0,0,6,37.931,28.574,BLUE
1,0,1,0,0,0,6,32.978,117.858,BLUE
1,0,1,0,0,0,6,32.978,117.858,BLUE
1,0,1,0,0,0,6,10.77,69.428,BLUE
1,0,1,0,0,0,6,34.061,-118.079,BLUE
1,0,1,0,0,0,7,33.013,115.838,YELLOW
1,1,0,0,0,0,7,3.02,30.56,YELLOW
1,0,0,0,1,0,6,41.246,19.63,YELLOW
1,1,0,0,0,0,6,36.788,2.448,ORANGE
1,0,0,0,0,1,5,-32.967,151.619,ORANGE
1,0,0,1,0,0,5,21.861,89.763,YELLOW
1,0,0,1,0,0,6,29.987,99.195,ORANGE
1,0,0,1,0,0,5,39.893,113.884,ORANGE
1,0,0,1,0,0,6,23.553,99.526,YELLOW
1,0,0,1,0,0,5,29.882,106.804,YELLOW
1,0,0,1,0,0,6,31.583,102.433,YELLOW
1,0,1,0,0,0,5,0.259,78.449,GREEN
1,0,0,0,1,0,7,45.841,26.668,GREEN
1,0,0,1,0,0,6,37.001,103.863,GREEN
1,0,0,1,0,0,7,35.986,100.245,RED
1,0,1,0,0,0,6,9.869,84.302,RED
1,0,1,0,0,0,7,9.919,84.808,GREEN
1,0,0,0,0,1,7,22.122,175.163,GREEN
1,0,0,0,0,1,6,21.363,176.582,GREEN
1,0,0,1,0,0,5,37.457,68.273,GREEN
1,0,1,0,0,0,6,9.685,83.073,ORANGE
1,0,0,1,0,0,6,38.993,70.423,ORANGE
1,0,0,1,0,0,7,40.3,78.9,GREEN
1,0,0,1,0,0,6,39.8,173.9,RED
1,0,1,0,0,0,7,3.554,77.442,GREEN
1,0,1,0,0,0,5,9.59,84.04,GREEN
1,0,1,0,0,0,6,9.542,82.418,GREEN
1,0,1,0,0,0,7,7.123,7.887,ORANGE
1,0,0,1,0,0,6,33.377,71.317,ORANGE
1,0,0,0,1,0,6,51.153,5.798,ORANGE
1,0,0,1,0,0,7,29.41,91.1,ORANGE
1,0,1,0,0,0,7,19.9,77.5,BLUE
1,0,0,0,1,0,6,51.153,5.798,BLUE
1,1,0,0,0,0,5,36.5,3,BLUE
1,1,0,0,0,0,6,29.888,31.223,RED
1,0,0,1,0,0,6,23.027,101.062,YELLOW
1,0,0,1,0,0,5,23.027,101.062,GREEN
1,0,1,0,0,0,6,6.47,-71.21,YELLOW
1,0,1,0,0,0,4,9.59,84.04,BLUE
1,0,1,0,0,0,8,13.841,67.553,BLUE
1,0,1,0,0,0,6,30,76.2,ORANGE
1,0,0,1,0,0,6,37,67,RED
1,0,0,0,0,1,7,-10.199,160.855,RED
1,0,0,1,0,0,6,-4.511,139.022,ORANGE
1,0,0,1,0,0,6,30.96,51.421,ORANGE
1,0,0,0,1,0,5,38.465,68.694,YELLOW
1,0,0,1,0,0,5,1.031,126.189,YELLOW
1,0,0,1,0,0,6,-8.081,125.129,GREEN
1,0,0,1,0,0,6,30.167,50.921,GREEN
1,0,1,0,0,0,7,16.773,-99.328,RED
1,1,0,0,0,0,6,13.45,34.29,YELLOW
1,0,0,1,0,0,6,3.908,97.457,BLUE
1,0,0,1,0,0,8,15.658,121.227,RED
1,1,0,0,0,0,7,5.041,32.109,RED
1,0,0,1,0,0,7,9.725,124.625,GREEN
1,0,1,0,0,0,7,-6.016,-77.229,RED
1,0,0,0,1,0,5,52.314,2.985,RED
1,0,0,0,1,0,6,40.9,22.5,YELLOW
1,0,0,0,1,0,5,38,23.44,GREEN
1,0,0,1,0,0,8,1.186,122.857,BLUE
1,0,0,1,0,0,6,9.904,101.12,ORANGE
1,0,0,1,0,0,7,28.251,55.462,YELLOW
1,0,0,0,1,0,5,40.38,15.48,GREEN
1,0,0,0,1,0,5,37.3,15.438,ORANGE
1,1,0,0,0,0,7,5.289,31.859,ORANGE
1,0,1,0,0,0,6,11.426,86.301,ORANGE
1,0,0,1,0,0,7,35.121,70.486,RED
1,0,0,1,0,0,6,28.925,66.331,BLUE
1,0,0,1,0,0,6,27.429,65.79,GREEN
1,0,0,1,0,0,7,11.76,121.899,GREEN
1,0,0,0,0,1,7,3.5,144,GREEN
1,0,0,0,1,0,7,45.841,26.668,RED
1,0,0,0,1,0,7,45.841,26.668,RED
1,0,0,0,1,0,7,47.892,85.12,RED
1,0,1,0,0,0,7,9.685,83.073,RED
1,0,0,1,0,0,6,42.8,44,ORANGE
1,0,1,0,0,0,5,14.646,90.986,YELLOW
1,0,0,1,0,0,6,30.78,78.774,RED
1,0,1,0,0,0,5,15.679,71.274,BLUE
1,0,0,0,1,0,6,44.888,22.407,BLUE
1,0,0,1,0,0,7,1.196,122.787,BLUE
1,0,0,1,0,0,7,8.099,125.681,ORANGE
1,0,0,1,0,0,5,30.6,50.2,YELLOW
1,0,0,1,0,0,6,36.12,44.01,YELLOW
1,0,0,1,0,0,7,23.5,96.3,YELLOW
1,0,0,1,0,0,6,38.993,70.423,RED
1,0,1,0,0,0,6,9.542,82.418,BLUE
1,0,1,0,0,0,7,5.982,77.094,RED
1,0,0,0,1,0,6,45.5,21.3,GREEN
1,0,0,1,0,0,7,42.503,45.073,GREEN
1,0,0,1,0,0,5,31.726,50.778,BLUE
1,0,0,1,0,0,8,42.142,73.575,YELLOW
1,0,0,1,0,0,8,8.482,121.93,RED
1,0,1,0,0,0,7,11.742,87.34,RED
1,0,0,1,0,0,5,7.138,109.067,GREEN
1,0,0,1,0,0,6,35.106,139.644,BLUE
1,0,0,1,0,0,7,42.01,74.01,BLUE
1,0,0,0,1,0,6,51.153,5.798,GREEN
1,0,0,1,0,0,6,29.3,66.7,GREEN
1,0,0,1,0,0,6,33.377,71.317,YELLOW
0,0,0,1,0,0,8,42.851,139.197,RED
1,0,0,0,0,1,8,12.982,144.801,YELLOW
1,0,0,1,0,0,8,43.3,143.691,RED
1,0,1,0,0,0,6,11.652,76.53,BLUE
1,0,0,0,0,1,7,5.889,146.202,ORANGE
1,0,0,0,1,0,5,37.589,21.391,GREEN
1,0,0,0,1,0,5,38.224,21.756,GREEN
1,0,0,1,0,0,6,16.4,74.2,RED
1,0,0,1,0,0,5,18.12,76.533,BLUE
1,0,0,1,0,0,6,30.149,50.814,BLUE
1,0,0,1,0,0,5,32.104,60.088,GREEN
1,0,1,0,0,0,7,16.755,98.717,GREEN
1,0,0,1,0,0,5,28.723,82.28,YELLOW
1,1,0,0,0,0,6,15.385,31.69,GREEN
1,0,0,1,0,0,7,4.967,104.302,RED
1,0,0,1,0,0,6,29.096,52.617,BLUE
1,0,0,1,0,0,7,1.015,127.733,BLUE
1,0,0,1,0,0,6,30.853,60.596,BLUE
1,0,1,0,0,0,7,37.036,-121.88,RED
1,0,1,0,0,0,6,19.362,-155.083,RED
1,0,1,0,0,0,5,11.038,-68.27,RED
1,0,0,0,1,0,6,47.949,84.958,GREEN
1,0,0,0,1,0,5,40.854,73.553,GREEN
1,1,0,0,0,0,5,40.854,73.553,GREEN
1,1,0,0,0,0,7,5.345,31.908,GREEN
1,0,1,0,0,0,6,34.14,117.7,BLUE
1,0,1,0,0,0,4,37.885,121.983,BLUE
1,0,0,0,0,1,7,15.465,166.385,BLUE
1,0,0,0,0,1,7,18.318,168.063,BLUE
1,0,0,0,0,1,7,15.319,167.396,GREEN
1,1,0,0,0,0,4,26.39,27.349,GREEN
1,0,0,0,1,0,7,42.15,42.44,RED
1,0,0,0,1,0,7,35.883,70.423,RED
1,0,0,0,1,0,7,60.7,167.2,RED
1,0,0,0,1,0,5,37.457,68.273,RED
1,0,1,0,0,0,6,34.1,118.09,YELLOW
1,0,0,1,0,0,4,13.887,44.068,BLUE
1,0,0,1,0,0,7,39.71,39.605,RED
1,0,0,1,0,0,6,41.019,72.429,RED
1,0,1,0,0,0,7,40.415,124.603,YELLOW
1,0,1,0,0,0,7,34,118.15,RED
1,0,1,0,0,0,6,33.961,-116.32,BLUE
1,1,0,0,0,0,7,6.087,26.651,YELLOW
1,0,1,0,0,0,6,42.314,-122.01,YELLOW
1,0,0,0,0,1,7,14.385,178.252,GREEN
1,0,1,0,0,0,7,0.34,30.12,RED
1,1,0,0,0,0,6,0.593,30.037,RED
1,0,0,0,0,1,5,32.956,151.228,GREEN
1,0,0,1,0,0,7,22.52,118.7,RED
1,0,0,1,0,0,6,20.485,109.406,RED
1,0,0,1,0,0,6,36.028,100.104,GREEN
1,0,1,0,0,0,7,4.9,73.1,BLUE
1,0,1,0,0,0,8,23.34,70.36,YELLOW
1,0,0,1,0,0,7,21.966,99.196,ORANGE
1,0,0,1,0,0,6,25.9,102.2,RED
1,0,0,1,0,0,6,36.443,103.105,YELLOW
1,0,1,0,0,0,6,4.1,76.6,RED
1,0,1,0,0,0,5,1.12,77.17,GREEN
1,0,0,1,0,0,6,35.1,32.3,GREEN
1,0,0,1,0,0,6,36,65,GREEN
1,0,0,1,0,0,6,40.774,109.661,RED
1,0,0,1,0,0,7,39.28,76.44,ORANGE
1,0,0,1,0,0,6,26.51,100.16,ORANGE
1,0,1,0,0,0,7,-30.933,-71.22,YELLOW
1,0,0,1,0,0,6,33.825,59.809,YELLOW
1,0,0,1,0,0,4,41.101,45.14,YELLOW
1,0,0,1,0,0,6,22.212,92.702,ORANGE
1,0,0,1,0,0,6,39.474,76.998,BLUE
1,0,0,1,0,0,7,39.3,76.5,YELLOW
1,0,0,1,0,0,5,39.422,76.839,GREEN
1,0,0,1,0,0,6,39.527,76.941,YELLOW
1,0,0,1,0,0,6,41.083,114.5,RED
1,0,0,1,0,0,7,37.106,70.11,RED
1,0,0,1,0,0,6,37.075,70.089,RED
1,0,0,0,1,0,6,46.245,13.652,RED
1,0,0,1,0,0,6,38.717,48.507,GREEN
1,0,0,0,1,0,6,38.65,-28.626,YELLOW
1,0,1,0,0,0,7,-17.731,-65.431,BLUE
1,0,0,1,0,0,6,29.21,52.5,YELLOW
1,0,0,1,0,0,7,10.2,13.2,RED
1,0,0,1,0,0,6,1.14,128.5,YELLOW
1,0,0,1,0,0,8,45.1,147.51,RED
1,0,0,0,1,0,8,45.1,147.51,RED
1,1,0,0,0,0,6,35.52,0.12,RED
1,0,0,1,0,0,6,2.001,135.931,BLUE
1,0,0,1,0,0,8,40.5,143.4,RED
1,0,0,1,0,0,7,13.352,121.087,ORANGE
1,0,0,1,0,0,6,7.972,123.189,GREEN
1,0,0,1,0,0,7,40.1,21.6,BLUE
1,0,0,1,0,0,7,34.58,135,RED
1,0,0,1,0,0,7,2.1,101.3,RED
1,0,1,0,0,0,5,2.13,79.54,YELLOW
1,0,1,0,0,0,7,2.7,77.8,GREEN
1,1,0,0,0,0,6,28.8,34.8,YELLOW
1,0,0,0,1,0,7,40.1,21.6,YELLOW
1,0,0,0,1,0,6,38.4,22.2,YELLOW
1,0,0,1,0,0,6,1.02,120.5,BLUE
1,0,0,1,0,0,5,37.925,139.186,BLUE
1,0,1,0,0,0,7,16.8,98.6,BLUE
1,0,1,0,0,0,8,16.2,104.1,YELLOW
1,0,1,0,0,0,7,16.8,93.4,YELLOW
1,0,0,1,0,0,7,21.966,99.196,YELLOW
1,0,0,1,0,0,7,12.01,125.6,YELLOW
1,0,0,0,1,0,8,52.5,142.9,RED
1,0,0,1,0,0,7,0.729,119.931,RED
1,0,0,1,0,0,8,1.1,137.15,RED
1,0,1,0,0,0,6,0.68,78.3,ORANGE
1,0,0,0,1,0,6,40.03,20.45,ORANGE
1,0,0,0,1,0,6,42.7,18,ORANGE
1,0,1,0,0,0,7,14.9,75.7,RED
0,0,1,0,0,0,7,9.593,79.587,GREEN
1,0,0,1,0,0,7,33.825,59.809,RED
1,0,0,1,0,0,6,29.976,68.208,YELLOW
1,0,0,1,0,0,6,4,119.4,RED
1,0,0,1,0,0,6,23.083,80.041,RED
1,0,0,1,0,0,6,37.661,57.291,RED
1,0,0,1,0,0,6,38.075,48.05,RED
1,0,0,1,0,0,6,33.938,71.872,RED
1,0,0,0,1,0,6,43,13,YELLOW
1,0,0,1,0,0,7,41.4,74.2,YELLOW
1,0,1,0,0,0,7,17.31,101.16,YELLOW
1,0,1,0,0,0,6,18,102.5,YELLOW
1,0,1,0,0,0,7,-0.593,-80.393,BLUE
1,0,0,1,0,0,7,30.154,57.605,BLUE
1,0,0,1,0,0,6,32.457,59.976,BLUE
1,0,0,0,1,0,5,43.164,12.701,GREEN
0,0,0,0,0,1,7,-2.961,141.926,RED
1,0,1,0,0,0,5,34.17,118.27,RED
1,0,0,0,0,1,7,40.49,124.1,RED
1,0,0,1,0,0,7,21.966,99.196,RED
1,0,0,1,0,0,6,38,30.1,RED
1,0,0,1,0,0,6,40.754,35.34,GREEN
1,0,1,0,0,0,7,10.598,63.486,RED
0,0,0,0,0,1,8,-12.584,166.676,RED
1,0,1,0,0,0,7,11.112,60.892,GREEN
1,1,0,0,0,0,5,26.857,26.619,BLUE
1,0,0,1,0,0,6,27.308,101.029,RED
1,0,0,0,1,0,6,46.245,13.652,RED
1,0,0,1,0,0,6,3.878,35.307,RED
1,0,0,1,0,0,5,36.874,35.321,RED
1,0,0,1,0,0,6,36.479,71.086,RED
1,0,0,0,1,0,5,41.925,20.39,RED
1,0,0,1,0,0,5,26.373,104.021,YELLOW
1,0,0,1,0,0,5,39.977,76.731,YELLOW
1,0,0,1,0,0,6,37.388,78.843,BLUE
1,0,0,1,0,0,6,39.66,77.343,GREEN
1,0,0,1,0,0,5,27.213,101.057,BLUE
1,0,1,0,0,0,6,4.461,-75.724,RED
1,0,0,1,0,0,6,34.259,69.364,RED
1,0,0,1,0,0,5,40.802,47.448,GREEN
1,0,0,1,0,0,5,21.544,91.895,ORANGE
1,0,0,1,0,0,5,41.131,114.658,GREEN
1,0,0,1,0,0,5,40.459,122.889,GREEN
1,0,0,1,0,0,7,40.245,49.946,RED
1,0,0,1,0,0,4,21.431,91.762,RED
1,0,0,1,0,0,6,25.607,101.063,RED
1,0,0,1,0,0,5,24.263,103.797,GREEN
1,0,0,1,0,0,5,40.498,122.994,BLUE
1,0,0,1,0,0,6,37.012,103.791,GREEN
1,0,0,1,0,0,5,25.826,102.194,RED
1,0,1,0,0,0,7,7.042,-77.829,RED
1,0,0,1,0,0,6,36.424,70.881,RED
1,0,0,1,0,0,6,29.513,101.129,ORANGE
1,0,0,1,0,0,5,27.791,53.608,ORANGE
1,0,0,1,0,0,6,36.479,71.086,GREEN
1,0,0,1,0,0,8,-2.071,124.891,YELLOW
1,0,0,1,0,0,6,-8.194,112.413,YELLOW
1,0,0,1,0,0,5,33.199,47.225,YELLOW
1,0,1,0,0,0,4,11.968,86.254,GREEN
1,0,1,0,0,0,7,18.386,-97.436,ORANGE
1,0,1,0,0,0,7,-16.66,-72.662,BLUE
1,1,0,0,0,0,6,35.321,-1.281,ORANGE
1,0,0,0,1,0,6,38.193,-1.566,GREEN
1,0,0,0,1,0,6,38.119,23.605,RED
1,0,1,0,0,0,7,15.782,88.33,BLUE
1,0,0,1,0,0,7,-6.845,105.555,RED
1,0,0,1,0,0,7,30.512,79.403,RED
1,0,0,1,0,0,7,28.343,57.193,RED
1,0,0,1,0,0,7,29.501,51.88,YELLOW
1,0,0,1,0,0,5,36.92,54.9,YELLOW
1,0,1,0,0,0,8,16.1,96.7,RED
1,0,1,0,0,0,6,18.324,-101.539,RED
1,0,1,0,0,0,4,-13.64,-74.43,BLUE
1,0,0,1,0,0,7,15.766,119.74,BLUE
1,0,0,0,1,0,3,42.962,46.954,BLUE
1,0,0,0,1,0,7,43.21,46.82,GREEN
1,0,0,1,0,0,7,-4.646,102.102,RED
1,0,0,1,0,0,7,35.456,133.134,ORANGE
1,0,0,0,1,0,7,48.786,142.246,GREEN
1,0,0,1,0,0,8,-1.105,123.573,RED
1,0,0,0,0,1,8,-3.98,152.169,RED
1,0,0,0,1,0,6,38.922,20.64,RED
1,0,0,1,0,0,5,-6.675,106.845,ORANGE
1,0,0,1,0,0,7,-6.549,105.63,ORANGE
1,0,0,1,0,0,7,-4.612,101.905,ORANGE
1,0,0,1,0,0,5,35.288,58.218,GREEN
1,0,0,1,0,0,5,35.217,58.175,GREEN
1,0,0,0,1,0,7,63.98,-20.758,GREEN
1,0,0,0,1,0,7,63.966,-20.487,GREEN
1,0,0,1,0,0,6,34.221,139.131,GREEN
1,0,1,0,0,0,7,18.198,-102.48,GREEN
1,0,1,0,0,0,5,11.884,-85.988,BLUE
1,0,1,0,0,0,8,13.049,-88.66,GREEN
1,0,0,1,0,0,8,23.419,70.232,YELLOW
1,0,0,1,0,0,5,23.419,70.232,YELLOW
1,0,0,0,0,1,8,-16.423,168.214,YELLOW
1,0,0,1,0,0,7,40.758,31.161,RED
1,0,0,1,0,0,8,23.772,120.982,RED
1,0,0,1,0,0,6,40.709,30.045,RED
1,0,0,1,0,0,5,40.709,30.045,ORANGE
1,0,0,1,0,0,5,40.711,29.949,ORANGE
1,0,0,1,0,0,6,40.74,30.26,ORANGE
1,0,0,1,0,0,6,23.445,120.506,RED
1,0,0,1,0,0,5,37.451,69.498,RED
1,0,0,1,0,0,7,39.566,54.799,RED
1,0,0,1,0,0,5,38.164,38.777,RED
1,0,0,1,0,0,6,40.693,32.992,YELLOW
1,1,0,0,0,0,7,-7.977,30.709,GREEN
1,0,1,0,0,0,5,38.3788333,-122.4133333,YELLOW
1,0,1,0,0,0,8,13.049,-88.66,RED
1,0,1,0,0,0,7,13.671,-88.938,RED
1,0,0,1,0,0,6,24.768,99.061,ORANGE
1,1,0,0,0,0,4,-9.278,33.766,ORANGE
1,0,0,1,0,0,5,35.169,69.389,GREEN
1,0,0,1,0,0,6,27.689,101.003,RED
1,0,0,1,0,0,5,24.455,102.66,RED
1,0,0,1,0,0,6,26.316,100.648,RED
1,0,0,1,0,0,6,36.429,70.438,GREEN
1,0,0,1,0,0,6,36.062,69.315,RED
1,0,0,1,0,0,6,35.959,69.417,ORANGE
1,0,1,0,0,0,6,-28.937,-66.797,BLUE
1,0,0,1,0,0,5,30.916,99.927,BLUE
1,0,0,1,0,0,6,39.736,97.443,BLUE
1,1,0,0,0,0,4,30.2,31.41,BLUE
1,0,0,1,0,0,6,39.61,77.23,RED
1,0,0,0,0,1,6,-6.884,146.388,GREEN
0,0,1,0,0,0,8,-16.265,-73.641,RED
1,0,0,0,1,0,7,39.059,24.244,RED
1,0,0,1,0,0,5,-6.99,108.275,GREEN
1,0,0,1,0,0,7,-4.68,102.562,GREEN
1,0,0,1,0,0,5,33.007,60.276,GREEN
1,0,0,1,0,0,7,34.083,132.526,ORANGE
1,0,1,0,0,0,6,-15.35,-72.516,GREEN
1,0,1,0,0,0,6,-14.258,-72.683,GREEN
1,0,0,1,0,0,6,37.238,36.206,ORANGE
1,0,0,1,0,0,5,39.832,41.623,BLUE
1,0,0,1,0,0,7,24.279,122.179,ORANGE
0,0,0,1,0,0,8,-1.757,134.297,RED
1,0,0,1,0,0,5,41.765,44.96,YELLOW
1,0,0,0,1,0,6,41.789,14.872,BLUE
1,0,0,1,0,0,5,35.517,74.654,YELLOW
1,0,0,1,0,0,6,35.414,74.515,BLUE
1,0,0,1,0,0,7,13.036,93.068,BLUE
1,0,0,1,0,0,8,6.033,124.249,YELLOW
1,0,0,0,0,1,8,-3.302,142.945,YELLOW
1,0,0,0,1,0,6,37.747,21.087,GREEN
1,0,0,1,0,0,6,-1.196,121.333,BLUE
1,0,0,1,0,0,6,-1.68,134.234,BLUE
1,0,0,1,0,0,7,2.824,96.085,YELLOW
1,0,0,1,0,0,5,28.093,51.755,BLUE
1,0,0,1,0,0,5,34.642,47.4,YELLOW
1,0,0,1,0,0,7,35.626,49.047,RED
1,0,0,1,0,0,5,34.594,47.454,GREEN
1,0,0,1,0,0,6,31.995,49.329,GREEN
1,0,0,0,1,0,4,37.67,15.267,GREEN
1,0,0,0,1,0,6,38.381,13.701,GREEN
1,0,0,1,0,0,6,36.429,70.438,GREEN
1,0,0,0,0,1,7,-3.212,142.427,GREEN
1,1,0,0,0,0,5,-1.684,29.077,ORANGE
1,0,0,0,1,0,6,42.436,21.466,YELLOW
1,0,0,1,0,0,5,38.673,69.902,BLUE
1,0,0,1,0,0,6,36.429,70.438,BLUE
1,0,0,1,0,0,7,38.573,31.271,RED
1,1,0,0,0,0,6,-2.907,33.733,RED
1,0,1,0,0,0,8,18.77,-104.104,RED
1,0,0,1,0,0,6,-8.807,118.524,GREEN
1,0,0,1,0,0,5,29.59,51.474,YELLOW
1,0,0,1,0,0,6,39.5,39.878,GREEN
1,0,1,0,0,0,7,47.149,-122.7266667,RED
1,0,0,0,0,1,7,-17.6,167.856,RED
1,0,0,0,0,1,6,-14.49,167.827,GREEN
1,0,0,1,0,0,5,35.893,70.62,GREEN
1,0,0,1,0,0,6,22.854,92.306,BLUE
1,0,0,1,0,0,6,25.975,101.29,RED
1,0,1,0,0,0,6,19.777,-70.673,GREEN
1,0,0,0,1,0,6,39.16,20.605,BLUE
1,1,0,0,0,0,7,36.964,3.634,RED
1,0,0,1,0,0,6,37.529,96.476,RED
1,0,0,1,0,0,6,39.43,77.219,GREEN
1,0,0,1,0,0,5,43.77,119.643,RED
1,0,0,1,0,0,6,25.954,101.254,YELLOW
1,0,0,1,0,0,6,38.383,100.975,BLUE
1,0,0,1,0,0,5,34.712,103.834,ORANGE
1,0,0,1,0,0,6,27.372,103.971,YELLOW
1,0,0,1,0,0,6,42.905,80.515,YELLOW
1,0,0,1,0,0,5,27.283,103.753,GREEN
1,0,1,0,0,0,7,8.416,-82.824,YELLOW
1,1,0,0,0,0,6,36.939,3.578,ORANGE
1,0,0,1,0,0,7,2.354,128.855,GREEN
1,0,0,1,0,0,6,1.142,128.152,GREEN
1,0,0,1,0,0,7,-3.615,135.538,RED
1,0,0,1,0,0,7,-3.609,135.404,RED
1,0,1,0,0,0,6,9.602,-84.172,RED
1,0,0,1,0,0,8,-8.152,124.868,RED
1,0,0,1,0,0,5,33.426,69.524,BLUE
1,1,0,0,0,0,5,-3.393,29.558,BLUE
0,0,0,1,0,0,9,3.295,95.982,BLUE
1,0,0,1,0,0,6,45.382,118.256,YELLOW
1,0,0,1,0,0,5,27.266,103.873,RED
1,0,0,1,0,0,5,25.073,99.169,GREEN
1,0,0,1,0,0,5,34.682,103.781,GREEN
1,0,0,1,0,0,6,37.506,96.758,GREEN
1,0,1,0,0,0,5,2.265,-76.595,GREEN
1,0,1,0,0,0,7,4.695,-77.508,GREEN
1,0,0,0,1,0,5,48.115,8.077,GREEN
1,0,1,0,0,0,6,15.679,-61.706,GREEN
1,1,0,0,0,0,5,36.852,3.418,RED
1,1,0,0,0,0,5,36.848,3.448,GREEN
1,0,1,0,0,0,6,15.679,-61.706,GREEN
1,0,0,1,0,0,6,-8.31,115.788,BLUE
1,0,0,1,0,0,5,-0.466,100.655,GREEN
1,0,0,1,0,0,9,2.085,97.108,RED
1,0,0,1,0,0,6,-1.198,119.933,GREEN
