Disaster Subtype_Ground movement,Continent_Africa,Continent_Americas,Continent_Asia,Continent_Europe,Continent_Oceania,Dis Mag Value,Latitude,Longitude,Injured
1,0,0,1,0,0,5,31.53118201,50.87818893,BLUE
1,0,0,1,0,0,6,21.47939814,100.0949325,BLUE
1,0,0,1,0,0,5,35.21816583,52.12724875,BLUE
1,0,0,1,0,0,6,35.84149222,49.86986847,BLUE
1,0,0,1,0,0,5,27.14298192,54.41513872,BLUE
1,0,0,0,0,1,7,16.61676507,164.9662486,BLUE
1,0,1,0,0,0,7,-15.71868199,-74.53432917,BLUE
1,0,0,1,0,0,4,23.10968155,49.05847959,BLUE
1,0,0,1,0,0,5,40.39254783,41.99671927,BLUE
1,0,0,1,0,0,6,39.16381182,28.40693087,BLUE
0,0,0,1,0,0,8,3.275064933,95.98131911,BLUE
1,0,0,1,0,0,6,29.47960783,56.31694469,BLUE
1,0,0,1,0,0,5,35.9891491,55.99313136,BLUE
1,0,0,0,0,0,6,36.53580009,23.85772337,BLUE
1,0,1,0,0,0,5,-12.59884202,-75.9222488,BLUE
1,0,0,1,0,0,6,1.103651797,122.6880319,BLUE
1,0,1,0,0,0,7,-36.96467306,-72.83800824,BLUE
1,0,0,0,1,0,6,46.25823394,13.32094863,BLUE
1,0,0,1,0,0,6,-1.481852844,133.9756448,BLUE
1,0,0,1,0,0,6,-0.95477314,121.2423222,BLUE
0,0,0,1,0,0,5,8.563850555,122.649862,BLUE
1,0,0,0,1,0,6,45.41796883,16.26243621,BLUE
1,0,0,0,1,0,6,38.27843957,20.46403184,BLUE
1,0,0,0,1,0,6,48.46625287,9.89596785,BLUE
1,0,0,1,0,0,5,27.96865518,104.1156672,BLUE
1,0,0,1,0,0,5,34.61203802,50.09444287,BLUE
1,0,1,0,0,0,7,0.472571894,-78.6350896,BLUE
1,0,0,1,0,0,6,-3.393302968,119.8686384,BLUE
1,0,1,0,0,0,7,-15.37509538,-74.60065368,BLUE
1,0,0,1,0,0,5,27.12588799,103.4286806,BLUE
1,0,0,1,0,0,6,37.04189967,73.51290096,BLUE
1,0,0,0,0,0,5,27.94122914,104.0650075,BLUE
1,0,0,0,0,0,7,35.32135621,71.37709502,BLUE
1,0,0,1,0,0,5,36.18133573,139.1025917,BLUE
1,0,0,1,0,0,5,27.29188415,103.1707151,BLUE
1,0,0,1,0,0,5,27.22210811,101.3010533,BLUE
1,0,1,0,0,0,6,-24.68708947,-68.60686862,BLUE
1,0,0,1,0,0,5,39.64095044,88.12926384,GREEN
1,0,1,0,0,0,7,-3.018863846,-79.21233339,GREEN
1,0,1,0,0,0,7,6.251185476,-77.44315894,GREEN
1,0,0,1,0,0,6,26.09775895,99.24772207,GREEN
1,0,0,1,0,0,6,29.63037125,90.16333649,GREEN
0,0,0,0,0,0,8,-15.489,-172.095,GREEN
1,0,0,1,0,0,5,-7.520970257,111.9837774,GREEN
1,0,0,1,0,0,6,34.12288823,58.20171738,GREEN
1,0,0,0,0,0,5,30.04664648,104.272108,GREEN
1,0,0,1,0,0,6,13.10437092,121.254237,GREEN
1,0,1,0,0,0,7,17.09366404,-98.36658985,GREEN
1,0,0,1,0,0,6,2.986670021,98.05828722,GREEN
1,0,0,1,0,0,6,35.07610301,137.0777374,GREEN
1,0,1,0,0,0,6,-18.29533082,-69.89151979,GREEN
1,1,0,0,0,0,5,-19.70934962,28.23811579,GREEN
1,0,0,1,0,0,6,27.97728481,103.9718535,GREEN
1,0,1,0,0,0,6,15.05504834,-61.33926923,GREEN
1,0,0,1,0,0,7,11.14770728,125.9381497,GREEN
1,0,1,0,0,0,7,0.291502318,78.65492132,GREEN
1,0,0,1,0,0,7,11.95416617,123.5535041,GREEN
1,0,0,1,0,0,6,-3.660629884,127.2663202,GREEN
1,0,0,1,0,0,5,37.41106769,45.01571563,GREEN
0,0,0,0,0,0,6,15.55780343,-157.2993341,GREEN
1,0,0,0,0,0,6,44.15289341,142.7662659,GREEN
1,0,0,1,0,0,5,44.44226875,122.5601816,GREEN
0,0,0,0,0,1,7,-11.18373657,165.3967934,GREEN
1,0,0,1,0,0,6,37.00622907,103.8287733,GREEN
1,0,0,1,0,0,5,40.97173963,79.15466506,GREEN
1,0,0,0,1,0,5,42.32909587,26.84461508,GREEN
1,0,1,0,0,0,5,-13.29921524,-74.14011185,GREEN
1,0,0,0,0,0,7,18.31043086,99.1541188,GREEN
1,0,0,0,1,0,5,41.8829176,13.97978161,GREEN
1,0,0,1,0,0,5,-8.129668367,117.1097531,GREEN
0,0,1,0,0,0,8,-31.4003235,-71.62185957,GREEN
1,1,0,0,0,0,4,36.35865234,3.741914054,GREEN
1,0,0,1,0,0,6,33.69692144,58.83362648,GREEN
1,0,1,0,0,0,6,2.882207955,-77.79948,GREEN
1,0,0,1,0,0,5,38.76160011,43.41332662,GREEN
1,0,0,0,0,0,7,1.968913141,141.6467559,GREEN
1,1,0,0,0,0,6,-1.489918361,29.21732673,GREEN
1,0,0,1,0,0,5,32.51625072,60.1738285,GREEN
1,0,0,1,0,0,6,32.89799086,57.28950724,GREEN
1,0,0,0,1,0,6,58.62925804,-9.53903602,GREEN
1,0,0,1,0,0,5,40.81032642,122.5002065,GREEN
1,0,0,1,0,0,5,28.42691189,54.95216704,GREEN
1,0,0,0,1,0,5,41.36700834,25.64496674,GREEN
1,0,0,1,0,0,5,35.21094294,58.18390745,GREEN
1,0,0,0,1,0,5,39.17522816,26.29394712,GREEN
1,0,0,0,0,0,5,33.45971679,147.1490097,GREEN
1,0,0,1,0,0,6,23.68718244,120.9151694,GREEN
0,0,0,0,0,1,7,-10.79849471,165.1115069,GREEN
1,0,0,1,0,0,6,3.820333873,127.3953649,GREEN
1,0,0,0,1,0,6,40.01365166,21.68001143,GREEN
1,1,0,0,0,0,5,-12.75404858,32.69689063,GREEN
1,0,0,1,0,0,6,41.32625606,77.34992087,GREEN
1,0,0,1,0,0,5,23.7873818,102.7769177,GREEN
1,0,1,0,0,0,8,-26.43483818,-70.61305061,GREEN
1,0,0,1,0,0,5,25.31008285,99.33414976,GREEN
1,0,0,0,1,0,6,65.62553874,-17.60146818,GREEN
1,0,0,0,1,0,6,40.5280545,25.41500194,GREEN
1,0,0,1,0,0,6,36.78814241,103.0406653,GREEN
1,0,1,0,0,0,7,3.17661911,77.60019948,GREEN
1,0,0,1,0,0,6,29.97128823,51.59855728,GREEN
1,0,1,0,0,0,6,14.09577196,-89.84881635,GREEN
1,0,1,0,0,0,5,-0.734241203,-78.11906499,GREEN
1,0,0,0,1,0,4,37.84552888,14.88039209,GREEN
1,0,0,1,0,0,6,25.49817883,98.49876799,GREEN
1,0,0,0,0,0,5,43.04175155,144.5112883,GREEN
1,0,0,0,1,0,5,44.55091448,9.456063116,GREEN
1,0,0,1,0,0,7,40.30384118,78.91152353,GREEN
1,0,1,0,0,0,7,-24.58854524,-70.05645512,GREEN
1,0,1,0,0,0,5,-14.24829521,-72.65989558,GREEN
1,0,0,0,1,0,5,42.07505605,26.31263921,GREEN
1,0,0,1,0,0,7,34.02667194,132.1401021,GREEN
1,0,1,0,0,0,8,-4.565257581,-75.8749099,GREEN
1,0,0,0,1,0,5,38.84502997,22.37322386,GREEN
1,0,0,0,1,0,4,37.42494604,15.12609397,GREEN
1,0,1,0,0,0,7,-2.490974027,-79.64345758,GREEN
1,0,0,0,1,0,6,39.47032655,22.44734439,GREEN
1,0,0,1,0,0,4,41.36070124,42.81491345,GREEN
1,0,0,1,0,0,6,40.54438197,42.93707869,GREEN
1,0,0,0,0,1,7,-10.60743638,161.2485807,GREEN
1,0,1,0,0,0,7,3.605132555,-77.79480722,GREEN
1,0,1,0,0,0,5,-15.11410966,-50.67051708,GREEN
1,0,0,0,0,1,7,-9.155656441,158.1367163,GREEN
1,0,0,1,0,0,6,36.72310434,98.53037408,GREEN
1,0,0,0,0,0,6,49.92158072,87.82019436,GREEN
1,0,0,1,0,0,7,29.79470999,130.1675063,GREEN
1,0,0,1,0,0,6,35.15908022,134.7883989,GREEN
1,0,0,0,0,1,6,15.79214772,177.9152364,GREEN
1,0,0,1,0,0,5,36.3482154,70.46543059,GREEN
1,0,0,1,0,0,4,40.30508199,42.69699837,GREEN
1,0,0,1,0,0,5,36.03173769,57.50833128,GREEN
0,0,0,0,1,0,5,47.48965412,7.959862732,GREEN
1,1,0,0,0,0,7,-6.795405961,30.11651788,GREEN
1,0,0,0,1,0,4,41.65644264,14.3144664,GREEN
1,0,1,0,0,0,6,18.46706256,-67.97774327,GREEN
1,0,0,1,0,0,6,26.37119881,99.58928426,GREEN
1,0,0,0,1,0,5,40.61395488,15.1735226,GREEN
1,0,0,1,0,0,6,29.93267641,67.87497048,GREEN
1,0,0,1,0,0,6,23.98745041,121.0083862,GREEN
1,0,1,0,0,0,6,15.23621544,-61.44575111,GREEN
1,0,0,1,0,0,7,33.27662703,131.2380471,GREEN
1,1,0,0,0,0,5,-23.90429847,27.35464119,GREEN
1,0,0,1,0,0,5,38.58868923,39.84946073,GREEN
1,0,0,0,0,0,5,37.83686568,-0.238373622,GREEN
1,0,1,0,0,0,6,41.33582598,-116.477331,GREEN
1,0,0,0,0,1,7,-4.179567529,144.034559,GREEN
1,0,0,0,1,0,5,40.19070009,20.71500304,GREEN
1,0,0,0,1,0,6,38.14330574,20.99832259,GREEN
1,0,0,1,0,0,5,28.48429537,56.65047927,GREEN
1,0,1,0,0,0,6,3.495244691,77.45995648,GREEN
1,0,0,0,1,0,5,47.8666791,7.396471448,GREEN
1,0,0,1,0,0,5,24.48722425,98.14621496,GREEN
1,0,0,1,0,0,7,20.687,99.822,GREEN
1,0,1,0,0,0,6,16.56764025,-97.39596204,GREEN
1,0,0,1,0,0,6,-4.834086148,118.2864175,GREEN
1,1,0,0,0,0,6,6.523331114,31.88241472,GREEN
1,0,0,1,0,0,5,26.39297353,99.84318439,GREEN
1,1,0,0,0,0,6,-7.81407641,32.48977841,GREEN
1,0,0,1,0,0,5,25.87802516,103.2640277,GREEN
1,0,0,1,0,0,7,33.72859022,58.02059354,GREEN
0,0,0,0,0,0,8,-15.489,-172.095,GREEN
1,0,0,0,0,1,7,-9.261128606,158.7200239,GREEN
1,0,0,1,0,0,6,29.97991275,51.07576503,GREEN
1,0,0,1,0,0,5,38.90165147,44.99521829,GREEN
1,0,1,0,0,0,6,9.566265607,82.57183236,GREEN
0,0,0,0,0,0,7,-7.884692566,-168.446435,GREEN
1,0,0,0,1,0,6,43.62464827,13.19343427,ORANGE
1,0,1,0,0,0,6,13.18096485,-87.68096485,ORANGE
1,0,0,1,0,0,7,35.45432464,133.2290895,ORANGE
1,0,0,0,0,0,6,5.730124459,0.337454977,ORANGE
0,0,0,0,0,0,7,24.40152157,170.2039206,ORANGE
1,0,1,0,0,0,6,12.67597057,-87.29926444,ORANGE
1,0,0,1,0,0,7,41.08340205,142.8313155,ORANGE
1,0,0,0,1,0,6,40.53279739,19.92636602,ORANGE
1,0,0,0,1,0,6,47.95252703,8.98173718,ORANGE
1,0,0,1,0,0,6,29.50201554,100.5975212,ORANGE
1,0,0,1,0,0,6,39.2653728,45.96368178,ORANGE
1,0,0,1,0,0,6,-8.85370305,113.576545,ORANGE
1,0,0,1,0,0,7,-6.09531501,105.2226607,ORANGE
1,0,1,0,0,0,6,18.10171445,-96.37843775,ORANGE
1,0,1,0,0,0,5,0.014805603,-79.85966073,ORANGE
1,0,0,0,0,0,7,12.83514446,-70.66873653,ORANGE
1,0,0,0,1,0,6,40.97316962,19.47529421,ORANGE
1,0,0,1,0,0,7,34.98528734,134.1965783,ORANGE
1,0,0,1,0,0,6,-4.967106245,102.7553271,ORANGE
1,0,0,1,0,0,6,35.569879,69.63504896,ORANGE
1,0,1,0,0,0,6,-18.85333238,-70.18711867,ORANGE
1,0,1,0,0,0,6,13.05155981,-87.82509817,ORANGE
0,0,0,0,0,0,7,18.70837338,-97.01279916,ORANGE
1,0,0,1,0,0,6,-8.153873139,114.8895029,ORANGE
1,0,1,0,0,0,7,-14.97769632,-74.64308584,ORANGE
1,0,0,1,0,0,6,-7.841701454,110.7277189,ORANGE
1,0,1,0,0,0,8,-19.40079795,-69.68856854,ORANGE
1,0,0,1,0,0,6,36.45345764,56.77161521,ORANGE
1,0,0,1,0,0,7,23.02649246,100.2854386,ORANGE
1,0,1,0,0,0,6,0.100768738,-78.40432862,ORANGE
1,0,0,1,0,0,6,-7.314620036,109.7364275,ORANGE
1,0,0,1,0,0,7,13.62814292,123.0146176,ORANGE
1,0,0,1,0,0,5,40.54569216,45.34391429,ORANGE
1,0,0,1,0,0,7,39.34475721,75.77041555,ORANGE
1,0,0,1,0,0,5,40.20707738,112.4402977,ORANGE
1,1,0,0,0,0,6,11.04293149,-1.474460233,ORANGE
1,0,0,0,1,0,6,38.63434676,15.10109887,ORANGE
1,0,0,1,0,0,7,43.5887938,84.14346245,ORANGE
1,0,1,0,0,0,6,-15.52070114,-71.12686522,ORANGE
1,0,0,0,1,0,5,42.06226715,14.08535862,ORANGE
1,0,1,0,0,0,7,16.85555103,-85.41856767,ORANGE
1,0,0,1,0,0,6,-8.579665391,114.9542684,ORANGE
1,1,0,0,0,0,4,-4.199783308,35.5509771,ORANGE
1,0,0,1,0,0,7,46.51951554,89.21301554,ORANGE
1,0,0,0,1,0,6,39.5377258,21.9439876,ORANGE
0,0,0,1,0,0,6,28,54.5,ORANGE
1,0,1,0,0,0,5,17.86912248,-93.97975434,ORANGE
1,0,0,1,0,0,5,40.20884741,29.32602148,ORANGE
1,0,0,1,0,0,6,33.77543664,72.09570017,ORANGE
1,0,0,1,0,0,7,30.19698729,61.12639689,ORANGE
1,0,0,1,0,0,7,22.79386458,100.0019634,ORANGE
1,0,1,0,0,0,6,-32.04733881,-68.47591636,ORANGE
1,0,0,1,0,0,6,35.90292405,54.02862352,ORANGE
1,0,0,1,0,0,5,27.96684289,54.35848737,ORANGE
1,0,0,0,1,0,6,37.67596707,21.83604939,ORANGE
1,0,1,0,0,0,7,-1.81856876,-77.54602611,ORANGE
1,0,1,0,0,0,6,-30.31506435,-71.14549142,ORANGE
1,0,1,0,0,0,7,18.42498099,-97.44202605,ORANGE
1,0,0,1,0,0,5,40.75511054,109.9211836,ORANGE
1,0,0,0,1,0,6,43.65476779,13.24575242,ORANGE
1,0,0,1,0,0,6,28.22219299,91.71074698,ORANGE
1,0,0,1,0,0,6,33.3969412,71.35597286,ORANGE
1,0,0,1,0,0,6,39.6832156,70.72139047,ORANGE
1,0,0,1,0,0,7,32.57580458,103.4,ORANGE
1,0,0,1,0,0,7,41.45828699,31.92172635,ORANGE
1,0,0,1,0,0,6,30,100.8364129,ORANGE
0,0,0,0,0,0,6,18.32786243,-96.37831652,ORANGE
1,0,0,0,0,0,6,5.822982707,32.41845394,ORANGE
1,0,0,1,0,0,5,39.72483758,28.72555115,ORANGE
1,1,0,0,0,0,5,-0.864019282,25.7108409,ORANGE
1,0,0,1,0,0,6,-8.334681006,111.0897788,ORANGE
1,0,0,1,0,0,5,37.22670525,36.19519499,ORANGE
1,0,0,1,0,0,6,24.49635357,99.11165497,ORANGE
1,0,0,1,0,0,7,40.94537302,142.6840321,ORANGE
1,0,0,1,0,0,7,9.123817152,124.3460408,ORANGE
1,0,0,1,0,0,6,22.04374491,97.14366072,ORANGE
1,0,0,1,0,0,6,21.47591979,120.5151233,ORANGE
1,1,0,0,0,0,6,-9.244099035,33.70808365,ORANGE
1,0,0,1,0,0,6,31.01686337,51.37969043,ORANGE
1,0,0,1,0,0,6,36.16294213,104.0280162,ORANGE
1,0,0,0,1,0,6,40.64543856,19.5,ORANGE
1,0,0,1,0,0,7,36.74887675,136.7769589,ORANGE
0,0,0,1,0,0,6,28,54.5,ORANGE
1,0,0,1,0,0,7,42.64059447,80.68895093,ORANGE
1,0,0,1,0,0,7,13.98698238,121.8760915,ORANGE
1,0,0,1,0,0,6,23.41491143,100.066082,ORANGE
1,0,0,1,0,0,6,39.93733222,72.31218344,ORANGE
1,0,0,1,0,0,6,24.31369702,98.67067904,ORANGE
1,0,0,0,0,0,7,11.8827133,-69.58024377,ORANGE
1,0,0,1,0,0,6,28.4600401,53.38823642,ORANGE
1,0,1,0,0,0,6,-32.15724687,-69.02480682,ORANGE
1,0,1,0,0,0,6,-11.25535303,75.69352045,ORANGE
1,0,0,1,0,0,7,27.83740185,87.42033269,ORANGE
1,0,0,1,0,0,6,39.87426202,72.32070343,ORANGE
1,0,1,0,0,0,4,17.29426212,-93.3746582,ORANGE
1,0,0,1,0,0,6,23.73675252,99.82701656,ORANGE
1,0,0,0,1,0,6,40.46537831,20.53075663,ORANGE
1,0,0,0,0,0,6,-0.930515408,141.4939115,ORANGE
1,0,1,0,0,0,6,12.44685696,-86.70101561,ORANGE
1,0,0,1,0,0,6,31.38734033,101.8520554,ORANGE
1,0,0,1,0,0,7,6.873092174,125.9599715,ORANGE
0,0,0,1,0,0,5,27.94551484,54.26746048,ORANGE
1,0,0,1,0,0,5,36.45118876,53.44960375,ORANGE
1,0,0,0,1,0,6,42.99697502,16.54645007,ORANGE
1,0,0,1,0,0,6,27.87084151,100.1741683,ORANGE
0,0,1,0,0,0,9,-16.01842178,-72.52491088,ORANGE
1,0,0,1,0,0,5,39.65150555,28.67735954,ORANGE
1,0,0,0,0,0,7,18.2,-76.8,ORANGE
1,0,0,1,0,0,6,-7.557315199,108.0462338,ORANGE
1,0,0,1,0,0,6,31.42106868,51.08604717,ORANGE
1,0,0,0,1,0,5,40.41530581,19.54234709,ORANGE
1,1,0,0,0,0,6,36.85315344,2.935572079,ORANGE
1,0,0,1,0,0,6,39.89992339,34.05031431,ORANGE
1,0,0,1,0,0,5,29.09612987,102.939561,ORANGE
1,0,0,1,0,0,6,29.65965468,51.22955547,ORANGE
1,0,0,1,0,0,5,36.90223679,54.30548233,ORANGE
1,0,0,1,0,0,6,38.01902705,38.4685456,ORANGE
1,0,0,1,0,0,7,21.79604214,99.279185,ORANGE
1,0,0,0,1,0,6,41.52076453,19.86847411,ORANGE
0,0,0,0,0,0,6,18.35838618,-95.15183272,ORANGE
1,0,0,1,0,0,7,28.07026231,85.82748341,ORANGE
1,0,0,1,0,0,7,33.50318358,48.59964197,ORANGE
1,0,0,0,0,1,7,-3.391568955,143.463459,ORANGE
1,0,0,1,0,0,7,28.71002682,87.28809574,ORANGE
1,0,0,1,0,0,7,22.53737604,101.2262126,ORANGE
1,0,0,1,0,0,5,37.32031647,108.89356,ORANGE
1,0,0,1,0,0,6,28.80570413,52.5528817,ORANGE
1,0,0,1,0,0,6,39.58067527,70.54388164,ORANGE
1,0,0,1,0,0,5,21.12966263,92.25544552,ORANGE
0,0,1,0,0,0,8,-19.7603828,-69.38703326,ORANGE
1,0,0,1,0,0,5,36.27301051,53.20307002,ORANGE
0,0,1,0,0,0,9,-15.50818045,-73.19099203,ORANGE
1,0,1,0,0,0,6,-13.83290107,-73.40755399,ORANGE
1,0,0,1,0,0,7,4.327203541,126.4784004,ORANGE
1,0,0,1,0,0,6,39.34467434,70.7420281,ORANGE
1,0,0,1,0,0,6,41.30558343,31.24994233,ORANGE
1,0,0,1,0,0,5,35.83404322,56.36159153,ORANGE
1,0,0,0,0,0,6,12.32430566,86.83410352,ORANGE
1,0,1,0,0,0,6,-31.44567067,-68.5459013,ORANGE
1,0,0,1,0,0,6,24.18353676,48.20506363,ORANGE
1,0,0,1,0,0,6,28.53377115,55.54121078,ORANGE
1,0,0,1,0,0,6,28.25442256,54.99629418,ORANGE
1,0,1,0,0,0,6,13.20538055,-88.65157509,ORANGE
1,0,0,1,0,0,7,20.96672235,99.68509133,ORANGE
1,0,0,0,1,0,6,40.55461416,20.70922832,ORANGE
1,0,0,1,0,0,6,-4.203652873,101.6352782,ORANGE
1,0,0,1,0,0,5,1.181567511,98.12134244,ORANGE
1,0,1,0,0,0,8,19.2609765,-96.99962056,ORANGE
0,0,1,0,0,0,9,-15.6242899,-72.70809663,ORANGE
1,0,0,1,0,0,7,-2.696869835,128.2646921,ORANGE
1,0,0,0,1,0,5,40.24540842,19.81836631,ORANGE
1,0,0,1,0,0,6,40.28325675,33.35638978,ORANGE
1,0,1,0,0,0,6,13.31068999,-88.62216278,ORANGE
0,0,0,0,0,0,4,17.55261089,-93.58623581,ORANGE
1,0,0,0,0,0,6,41.80663306,10.0272189,ORANGE
1,0,0,0,1,0,6,41.2807555,19.66375149,ORANGE
1,0,0,1,0,0,7,30,101.5092654,ORANGE
1,0,0,1,0,0,5,34.67793753,50.10044304,ORANGE
1,0,0,1,0,0,6,22.58965912,99.16595218,ORANGE
0,0,1,0,0,0,7,35.10674435,-118.9658712,ORANGE
1,0,0,0,1,0,6,42.80453569,17.48834807,ORANGE
1,0,0,1,0,0,5,40.48029648,29.90689826,ORANGE
